sample,image_file,mask_file,dist_file,outlier
sample_0565,train\crops\sample_0565_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0565_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0565_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0565,train\crops\sample_0565_crop.nii.gz,train\crops\sample_0565_crop_label.nii.gz,train\dist_fields\sample_0565_distance_field_crop.nii.gz,0
sample_0563,train\crops\sample_0563_crop_warp_outlier.nii.gz,train\crops\sample_0563_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0563_distance_field_crop_warp_outlier.nii.gz,3
sample_0563,train\crops\sample_0563_crop_sphere_outlier_water.nii.gz,train\crops\sample_0563_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0563_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0563,train\crops\sample_0563_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0563_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0563_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0563,train\crops\sample_0563_crop.nii.gz,train\crops\sample_0563_crop_label.nii.gz,train\dist_fields\sample_0563_distance_field_crop.nii.gz,0
sample_0561,train\crops\sample_0561_crop_warp_outlier.nii.gz,train\crops\sample_0561_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0561_distance_field_crop_warp_outlier.nii.gz,3
sample_0561,train\crops\sample_0561_crop_sphere_outlier_water.nii.gz,train\crops\sample_0561_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0561_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0561,train\crops\sample_0561_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0561_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0561_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0561,train\crops\sample_0561_crop.nii.gz,train\crops\sample_0561_crop_label.nii.gz,train\dist_fields\sample_0561_distance_field_crop.nii.gz,0
sample_0560,train\crops\sample_0560_crop_warp_outlier.nii.gz,train\crops\sample_0560_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0560_distance_field_crop_warp_outlier.nii.gz,3
sample_0560,train\crops\sample_0560_crop_sphere_outlier_water.nii.gz,train\crops\sample_0560_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0560_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0560,train\crops\sample_0560_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0560_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0560_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0560,train\crops\sample_0560_crop.nii.gz,train\crops\sample_0560_crop_label.nii.gz,train\dist_fields\sample_0560_distance_field_crop.nii.gz,0
sample_0549,train\crops\sample_0549_crop_warp_outlier.nii.gz,train\crops\sample_0549_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0549_distance_field_crop_warp_outlier.nii.gz,3
sample_0549,train\crops\sample_0549_crop_sphere_outlier_water.nii.gz,train\crops\sample_0549_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0549_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0549,train\crops\sample_0549_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0549_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0549_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0549,train\crops\sample_0549_crop.nii.gz,train\crops\sample_0549_crop_label.nii.gz,train\dist_fields\sample_0549_distance_field_crop.nii.gz,0
sample_0547,train\crops\sample_0547_crop_warp_outlier.nii.gz,train\crops\sample_0547_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0547_distance_field_crop_warp_outlier.nii.gz,3
sample_0547,train\crops\sample_0547_crop_sphere_outlier_water.nii.gz,train\crops\sample_0547_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0547_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0547,train\crops\sample_0547_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0547_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0547_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0547,train\crops\sample_0547_crop.nii.gz,train\crops\sample_0547_crop_label.nii.gz,train\dist_fields\sample_0547_distance_field_crop.nii.gz,0
sample_0543,train\crops\sample_0543_crop_warp_outlier.nii.gz,train\crops\sample_0543_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0543_distance_field_crop_warp_outlier.nii.gz,3
sample_0543,train\crops\sample_0543_crop_sphere_outlier_water.nii.gz,train\crops\sample_0543_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0543_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0543,train\crops\sample_0543_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0543_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0543_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0543,train\crops\sample_0543_crop.nii.gz,train\crops\sample_0543_crop_label.nii.gz,train\dist_fields\sample_0543_distance_field_crop.nii.gz,0
sample_0542,train\crops\sample_0542_crop_warp_outlier.nii.gz,train\crops\sample_0542_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0542_distance_field_crop_warp_outlier.nii.gz,3
sample_0542,train\crops\sample_0542_crop_sphere_outlier_water.nii.gz,train\crops\sample_0542_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0542_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0542,train\crops\sample_0542_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0542_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0542_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0542,train\crops\sample_0542_crop.nii.gz,train\crops\sample_0542_crop_label.nii.gz,train\dist_fields\sample_0542_distance_field_crop.nii.gz,0
sample_0541,train\crops\sample_0541_crop_warp_outlier.nii.gz,train\crops\sample_0541_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0541_distance_field_crop_warp_outlier.nii.gz,3
sample_0541,train\crops\sample_0541_crop_sphere_outlier_water.nii.gz,train\crops\sample_0541_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0541_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0541,train\crops\sample_0541_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0541_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0541_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0541,train\crops\sample_0541_crop.nii.gz,train\crops\sample_0541_crop_label.nii.gz,train\dist_fields\sample_0541_distance_field_crop.nii.gz,0
sample_0540,train\crops\sample_0540_crop_warp_outlier.nii.gz,train\crops\sample_0540_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0540_distance_field_crop_warp_outlier.nii.gz,3
sample_0540,train\crops\sample_0540_crop_sphere_outlier_water.nii.gz,train\crops\sample_0540_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0540_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0540,train\crops\sample_0540_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0540_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0540_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0540,train\crops\sample_0540_crop.nii.gz,train\crops\sample_0540_crop_label.nii.gz,train\dist_fields\sample_0540_distance_field_crop.nii.gz,0
sample_0539,train\crops\sample_0539_crop_warp_outlier.nii.gz,train\crops\sample_0539_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0539_distance_field_crop_warp_outlier.nii.gz,3
sample_0539,train\crops\sample_0539_crop_sphere_outlier_water.nii.gz,train\crops\sample_0539_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0539_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0539,train\crops\sample_0539_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0539_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0539_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0539,train\crops\sample_0539_crop.nii.gz,train\crops\sample_0539_crop_label.nii.gz,train\dist_fields\sample_0539_distance_field_crop.nii.gz,0
sample_0537,train\crops\sample_0537_crop_warp_outlier.nii.gz,train\crops\sample_0537_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0537_distance_field_crop_warp_outlier.nii.gz,3
sample_0537,train\crops\sample_0537_crop_sphere_outlier_water.nii.gz,train\crops\sample_0537_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0537_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0537,train\crops\sample_0537_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0537_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0537_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0537,train\crops\sample_0537_crop.nii.gz,train\crops\sample_0537_crop_label.nii.gz,train\dist_fields\sample_0537_distance_field_crop.nii.gz,0
sample_0533,train\crops\sample_0533_crop_warp_outlier.nii.gz,train\crops\sample_0533_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0533_distance_field_crop_warp_outlier.nii.gz,3
sample_0533,train\crops\sample_0533_crop_sphere_outlier_water.nii.gz,train\crops\sample_0533_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0533_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0533,train\crops\sample_0533_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0533_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0533_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0533,train\crops\sample_0533_crop.nii.gz,train\crops\sample_0533_crop_label.nii.gz,train\dist_fields\sample_0533_distance_field_crop.nii.gz,0
sample_0530,train\crops\sample_0530_crop_warp_outlier.nii.gz,train\crops\sample_0530_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0530_distance_field_crop_warp_outlier.nii.gz,3
sample_0530,train\crops\sample_0530_crop_sphere_outlier_water.nii.gz,train\crops\sample_0530_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0530_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0530,train\crops\sample_0530_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0530_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0530_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0530,train\crops\sample_0530_crop.nii.gz,train\crops\sample_0530_crop_label.nii.gz,train\dist_fields\sample_0530_distance_field_crop.nii.gz,0
sample_0529,train\crops\sample_0529_crop_warp_outlier.nii.gz,train\crops\sample_0529_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0529_distance_field_crop_warp_outlier.nii.gz,3
sample_0529,train\crops\sample_0529_crop_sphere_outlier_water.nii.gz,train\crops\sample_0529_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0529_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0529,train\crops\sample_0529_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0529_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0529_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0529,train\crops\sample_0529_crop.nii.gz,train\crops\sample_0529_crop_label.nii.gz,train\dist_fields\sample_0529_distance_field_crop.nii.gz,0
sample_0528,train\crops\sample_0528_crop_warp_outlier.nii.gz,train\crops\sample_0528_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0528_distance_field_crop_warp_outlier.nii.gz,3
sample_0528,train\crops\sample_0528_crop_sphere_outlier_water.nii.gz,train\crops\sample_0528_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0528_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0528,train\crops\sample_0528_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0528_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0528_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0528,train\crops\sample_0528_crop.nii.gz,train\crops\sample_0528_crop_label.nii.gz,train\dist_fields\sample_0528_distance_field_crop.nii.gz,0
sample_0526,train\crops\sample_0526_crop_warp_outlier.nii.gz,train\crops\sample_0526_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0526_distance_field_crop_warp_outlier.nii.gz,3
sample_0526,train\crops\sample_0526_crop_sphere_outlier_water.nii.gz,train\crops\sample_0526_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0526_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0526,train\crops\sample_0526_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0526_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0526_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0526,train\crops\sample_0526_crop.nii.gz,train\crops\sample_0526_crop_label.nii.gz,train\dist_fields\sample_0526_distance_field_crop.nii.gz,0
sample_0525,train\crops\sample_0525_crop_warp_outlier.nii.gz,train\crops\sample_0525_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0525_distance_field_crop_warp_outlier.nii.gz,3
sample_0525,train\crops\sample_0525_crop_sphere_outlier_water.nii.gz,train\crops\sample_0525_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0525_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0525,train\crops\sample_0525_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0525_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0525_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0525,train\crops\sample_0525_crop.nii.gz,train\crops\sample_0525_crop_label.nii.gz,train\dist_fields\sample_0525_distance_field_crop.nii.gz,0
sample_0524,train\crops\sample_0524_crop_warp_outlier.nii.gz,train\crops\sample_0524_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0524_distance_field_crop_warp_outlier.nii.gz,3
sample_0524,train\crops\sample_0524_crop_sphere_outlier_water.nii.gz,train\crops\sample_0524_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0524_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0524,train\crops\sample_0524_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0524_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0524_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0524,train\crops\sample_0524_crop.nii.gz,train\crops\sample_0524_crop_label.nii.gz,train\dist_fields\sample_0524_distance_field_crop.nii.gz,0
sample_0521,train\crops\sample_0521_crop_warp_outlier.nii.gz,train\crops\sample_0521_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0521_distance_field_crop_warp_outlier.nii.gz,3
sample_0521,train\crops\sample_0521_crop_sphere_outlier_water.nii.gz,train\crops\sample_0521_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0521_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0521,train\crops\sample_0521_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0521_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0521_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0521,train\crops\sample_0521_crop.nii.gz,train\crops\sample_0521_crop_label.nii.gz,train\dist_fields\sample_0521_distance_field_crop.nii.gz,0
sample_0518,train\crops\sample_0518_crop_warp_outlier.nii.gz,train\crops\sample_0518_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0518_distance_field_crop_warp_outlier.nii.gz,3
sample_0518,train\crops\sample_0518_crop_sphere_outlier_water.nii.gz,train\crops\sample_0518_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0518_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0518,train\crops\sample_0518_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0518_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0518_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0518,train\crops\sample_0518_crop.nii.gz,train\crops\sample_0518_crop_label.nii.gz,train\dist_fields\sample_0518_distance_field_crop.nii.gz,0
sample_0517,train\crops\sample_0517_crop_warp_outlier.nii.gz,train\crops\sample_0517_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0517_distance_field_crop_warp_outlier.nii.gz,3
sample_0517,train\crops\sample_0517_crop_sphere_outlier_water.nii.gz,train\crops\sample_0517_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0517_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0517,train\crops\sample_0517_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0517_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0517_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0517,train\crops\sample_0517_crop.nii.gz,train\crops\sample_0517_crop_label.nii.gz,train\dist_fields\sample_0517_distance_field_crop.nii.gz,0
sample_0513,train\crops\sample_0513_crop_warp_outlier.nii.gz,train\crops\sample_0513_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0513_distance_field_crop_warp_outlier.nii.gz,3
sample_0513,train\crops\sample_0513_crop_sphere_outlier_water.nii.gz,train\crops\sample_0513_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0513_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0513,train\crops\sample_0513_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0513_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0513_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0513,train\crops\sample_0513_crop.nii.gz,train\crops\sample_0513_crop_label.nii.gz,train\dist_fields\sample_0513_distance_field_crop.nii.gz,0
sample_0512,train\crops\sample_0512_crop_warp_outlier.nii.gz,train\crops\sample_0512_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0512_distance_field_crop_warp_outlier.nii.gz,3
sample_0512,train\crops\sample_0512_crop_sphere_outlier_water.nii.gz,train\crops\sample_0512_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0512_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0512,train\crops\sample_0512_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0512_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0512_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0512,train\crops\sample_0512_crop.nii.gz,train\crops\sample_0512_crop_label.nii.gz,train\dist_fields\sample_0512_distance_field_crop.nii.gz,0
sample_0509,train\crops\sample_0509_crop_warp_outlier.nii.gz,train\crops\sample_0509_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0509_distance_field_crop_warp_outlier.nii.gz,3
sample_0509,train\crops\sample_0509_crop_sphere_outlier_water.nii.gz,train\crops\sample_0509_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0509_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0509,train\crops\sample_0509_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0509_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0509_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0509,train\crops\sample_0509_crop.nii.gz,train\crops\sample_0509_crop_label.nii.gz,train\dist_fields\sample_0509_distance_field_crop.nii.gz,0
sample_0507,train\crops\sample_0507_crop_warp_outlier.nii.gz,train\crops\sample_0507_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0507_distance_field_crop_warp_outlier.nii.gz,3
sample_0507,train\crops\sample_0507_crop_sphere_outlier_water.nii.gz,train\crops\sample_0507_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0507_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0507,train\crops\sample_0507_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0507_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0507_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0507,train\crops\sample_0507_crop.nii.gz,train\crops\sample_0507_crop_label.nii.gz,train\dist_fields\sample_0507_distance_field_crop.nii.gz,0
sample_0506,train\crops\sample_0506_crop_warp_outlier.nii.gz,train\crops\sample_0506_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0506_distance_field_crop_warp_outlier.nii.gz,3
sample_0506,train\crops\sample_0506_crop_sphere_outlier_water.nii.gz,train\crops\sample_0506_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0506_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0506,train\crops\sample_0506_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0506_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0506_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0506,train\crops\sample_0506_crop.nii.gz,train\crops\sample_0506_crop_label.nii.gz,train\dist_fields\sample_0506_distance_field_crop.nii.gz,0
sample_0505,train\crops\sample_0505_crop_warp_outlier.nii.gz,train\crops\sample_0505_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0505_distance_field_crop_warp_outlier.nii.gz,3
sample_0505,train\crops\sample_0505_crop_sphere_outlier_water.nii.gz,train\crops\sample_0505_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0505_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0505,train\crops\sample_0505_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0505_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0505_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0505,train\crops\sample_0505_crop.nii.gz,train\crops\sample_0505_crop_label.nii.gz,train\dist_fields\sample_0505_distance_field_crop.nii.gz,0
sample_0504,train\crops\sample_0504_crop_warp_outlier.nii.gz,train\crops\sample_0504_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0504_distance_field_crop_warp_outlier.nii.gz,3
sample_0504,train\crops\sample_0504_crop_sphere_outlier_water.nii.gz,train\crops\sample_0504_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0504_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0504,train\crops\sample_0504_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0504_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0504_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0504,train\crops\sample_0504_crop.nii.gz,train\crops\sample_0504_crop_label.nii.gz,train\dist_fields\sample_0504_distance_field_crop.nii.gz,0
sample_0502,train\crops\sample_0502_crop_warp_outlier.nii.gz,train\crops\sample_0502_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0502_distance_field_crop_warp_outlier.nii.gz,3
sample_0502,train\crops\sample_0502_crop_sphere_outlier_water.nii.gz,train\crops\sample_0502_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0502_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0502,train\crops\sample_0502_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0502_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0502_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0502,train\crops\sample_0502_crop.nii.gz,train\crops\sample_0502_crop_label.nii.gz,train\dist_fields\sample_0502_distance_field_crop.nii.gz,0
sample_0501,train\crops\sample_0501_crop_warp_outlier.nii.gz,train\crops\sample_0501_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0501_distance_field_crop_warp_outlier.nii.gz,3
sample_0501,train\crops\sample_0501_crop_sphere_outlier_water.nii.gz,train\crops\sample_0501_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0501_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0501,train\crops\sample_0501_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0501_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0501_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0501,train\crops\sample_0501_crop.nii.gz,train\crops\sample_0501_crop_label.nii.gz,train\dist_fields\sample_0501_distance_field_crop.nii.gz,0
sample_0500,train\crops\sample_0500_crop_warp_outlier.nii.gz,train\crops\sample_0500_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0500_distance_field_crop_warp_outlier.nii.gz,3
sample_0500,train\crops\sample_0500_crop_sphere_outlier_water.nii.gz,train\crops\sample_0500_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0500_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0500,train\crops\sample_0500_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0500_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0500_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0500,train\crops\sample_0500_crop.nii.gz,train\crops\sample_0500_crop_label.nii.gz,train\dist_fields\sample_0500_distance_field_crop.nii.gz,0
sample_0499,train\crops\sample_0499_crop_warp_outlier.nii.gz,train\crops\sample_0499_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0499_distance_field_crop_warp_outlier.nii.gz,3
sample_0499,train\crops\sample_0499_crop_sphere_outlier_water.nii.gz,train\crops\sample_0499_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0499_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0499,train\crops\sample_0499_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0499_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0499_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0499,train\crops\sample_0499_crop.nii.gz,train\crops\sample_0499_crop_label.nii.gz,train\dist_fields\sample_0499_distance_field_crop.nii.gz,0
sample_0497,train\crops\sample_0497_crop_warp_outlier.nii.gz,train\crops\sample_0497_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0497_distance_field_crop_warp_outlier.nii.gz,3
sample_0497,train\crops\sample_0497_crop_sphere_outlier_water.nii.gz,train\crops\sample_0497_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0497_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0497,train\crops\sample_0497_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0497_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0497_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0497,train\crops\sample_0497_crop.nii.gz,train\crops\sample_0497_crop_label.nii.gz,train\dist_fields\sample_0497_distance_field_crop.nii.gz,0
